name,iata,icao,lat,lon,country,alt
Praslin Island Airport,PRI,FSPP,-4.31929,55.69141,Seychelles,10
A Coruna Airport,LCG,LECO,43.302059,-8.37725,Spain,326
Aachen Merzbruck Airport,AAH,EDKA,50.823051,6.186111,Germany,623
Aalborg Airport,AAL,EKYT,57.092781,9.849164,Denmark,10
Aarhus Airport,AAR,EKAH,56.300011,10.619,Denmark,82
Aarhus Sea Airport,QEA,EKAC,56.151993,10.247725,Denmark,1
Aasiaat Airport,JEG,BGAA,68.72184,-52.784698,Greenland,74
Abadan Airport,ABD,OIAA,30.371111,48.228329,Iran,19
Abakan International Airport,ABA,UNAA,53.740002,91.385002,Russia,831
Abbotsford International Airport,YXX,CYXX,49.025269,-122.360001,Canada,195
Aberdeen International Airport,ABZ,EGPD,57.201939,-2.19777,United Kingdom,215
Aberdeen Regional Airport,ABR,KABR,45.439999,-98.419998,United States,1302
Abha Regional Airport,AHB,OEAB,18.24036,42.65662,Saudi Arabia,6858
Abidjan Port Bouet Airport,ABJ,DIAP,5.261386,-3.92629,Cote D'ivoire (Ivory Coast),21
Abilene Regional Airport,ABI,KABI,32.411301,-99.681801,United States,1790
Abingdon Virginia Highlands Airport,VJI,KVJI,36.686111,-82.033333,United States,2088
Abu Dhabi Al Bateen Executive Airport,AZI,OMAD,24.428329,54.45808,United Arab Emirates,16
Abu Dhabi International Airport,AUH,OMAA,24.43297,54.651131,United Arab Emirates,88
Abu Musa Island Airport,AEU,OIBA,25.8757,55.033001,Iran,23
Abu Simbel Airport,ABS,HEBL,22.37595,31.611719,Egypt,616
Abuja Nnamdi Azikiwe International Airport,ABV,DNAA,9.006792,7.263172,Nigeria,1123
Acapulco International Airport,ACA,MMAA,16.757059,-99.753899,Mexico,16
Accra Kotoka International Airport,ACC,DGAA,5.605186,-0.16678,Ghana,205
Ada Municipal Airport,ADT,KADH,34.804298,-96.671303,United States,1016
Adak Airport,ADK,PADK,51.87796,-176.645996,United States,18
Adampur Airport,AIP,VIAX,31.433056,75.760559,India,776
Adana Sakirpasa Airport,ADA,LTAF,36.982159,35.28038,Turkey,65
Addis Ababa Bole Airport,ADD,HAAB,8.977889,38.799309,Ethiopia,7656
Adelaide Airport,ADL,YPAD,-34.945,138.530502,Australia,20
Aden International Airport,ADE,OYAA,12.82954,45.02879,Yemen,7
Adiyaman Airport,ADF,LTCP,37.731361,38.468929,Turkey,2216
Adrar Airport,AZR,DAUA,27.83758,-0.18641,Algeria,919
Agadir Al Massira Airport,AGA,GMAD,30.324989,-9.41306,Morocco,250
Agartala Airport,IXA,VEAT,23.886971,91.240448,India,46
Agatti Airport,AGX,VOAT,10.82365,72.176041,India,14
Agen La Garenne Airport,AGF,LFBA,44.174709,0.590619,France,204
Agra Airport,AGR,VIAG,27.15583,77.960892,India,551
Agri Airport,AJI,LTCO,39.65456,43.027149,Turkey,5462
Aguadilla Rafael Hernandez Airport,BQN,TJBQ,18.49486,-67.129402,Puerto Rico,237
Aguascalientes International Airport,AGU,MMAS,21.705549,-102.317001,Mexico,6112
Ahe Airport,AHE,NTHE,-14.42759,-146.255981,French Polynesia,11
Ahmedabad International Airport,AMD,VAAH,23.07724,72.634651,India,189
Ahwaz International Airport,AWZ,OIAW,31.337429,48.761951,Iran,66
Aiken Municipal Airport,AIK,KAIK,33.649399,-81.684998,United States,528
Airai Roman Tmetuchl International Airport,ROR,PTRO,7.367303,134.544205,Palau,176
Aitutaki Airport,AIT,NCAI,-18.8309,-159.764008,Cook Islands,14
Aix-en-Provence Airport,QXB,LFMA,43.50528,5.367222,France,368
Aizawl Lengpui Airport,AJL,VELP,23.838442,92.620361,India,1001
Ajaccio Napoleon Bonaparte Airport,AJA,LFKJ,41.923882,8.8025,France,16
Akiak Airport,AKI,PFAK,60.902901,-161.231003,United States,30
Akita Airport,AXT,RJSK,39.615551,140.218597,Japan,313
Akron Canton Airport,CAK,KCAK,40.91608,-81.442101,United States,1225
Akron Fulton International Airport,AKC,KAKR,41.037498,-81.466904,United States,1067
Aksu Airport,AKU,ZWAK,41.262501,80.291664,China,3816
Aktau Airport,SCO,UATE,43.86005,51.091969,Kazakhstan,73
Aktion National Airport,PVK,LGPZ,38.925461,20.76531,Greece,11
Aktobe Airport,AKX,UATT,50.245831,57.206661,Kazakhstan,738
Akure Airport,AKR,DNAK,7.246739,5.301008,Nigeria,1100
Akureyri Airport,AEY,BIAR,65.658607,-18.072201,Iceland,6
Al Ain International Airport,AAN,OMAL,24.26166,55.609161,United Arab Emirates,869
Al Hoceima Cherif Al Idrissi Airport,AHU,GMTA,35.177101,-3.83952,Morocco,95
Al Najaf International Airport,NJF,ORNI,31.991667,44.404167,Iraq,108
Al Ula  Airport,ULH,OEAO,26.480862,38.116653,Saudi Arabia,2017
Al Wajh Airport,EJH,OEWJ,26.198334,36.476112,Saudi Arabia,66
Al-Baha Domestic Airport,ABT,OEBA,20.296129,41.63427,Saudi Arabia,5486
Al-Qamishli Airport,KAC,OSKL,37.031025,41.205559,Syria,1480
Al-Qassim Regional Airport,ELQ,OEGS,26.30282,43.773911,Saudi Arabia,2126
Alakanuk Airport,AUK,PAUK,62.683056,-164.722198,United States,22
Alamogordo White Sands Regional Airport,ALM,KALM,32.845833,-105.985275,United States,4200
Alamosa San Luis Valley Regional Airport,ALS,KALS,37.43491,-105.865997,United States,7539
Albacete Airport,ABC,LEAB,38.948502,-1.86352,Spain,2302
Albany Airport,ALH,YABA,-34.939999,117.800003,Australia,233
Albany International Airport,ALB,KALB,42.749111,-73.801903,United States,285
Albany Southwest Georgia Regional Airport,ABY,KABY,31.535509,-84.194397,United States,196
Albenga Clemente Panero International Airport,ALL,LIMG,44.050598,8.127428,Italy,148
Albert Picardie Airport,BYF,LFAQ,49.9715,2.69766,France,364
Albi Le Sequestre Airport,LBI,LFCI,43.913269,2.11675,France,564
Albuquerque International Airport,ABQ,KABQ,35.040218,-106.609001,United States,5355
Albury Airport,ABX,YMAY,-36.067699,146.957993,Australia,539
Aldan Airport,ADH,UEEA,58.602772,125.408798,Russia,2241
Alderney Airport,ACI,EGJA,49.706108,-2.21472,United Kingdom,290
Aleppo International Airport,ALP,OSAP,36.180672,37.22435,Syria,1276
Alesund Vigra Airport,AES,ENAL,62.560371,6.110164,Norway,69
Alexandria Borg El Arab Airport,HBE,HEBA,30.91766,29.6964,Egypt,177
Alexandria International Airport,AEX,KAEX,31.32737,-92.5485,United States,89
Alexandria Municipal Airport,AXN,KAXN,45.867222,-95.394165,United States,1425
Alexandroupolis International Airport,AXD,LGAL,40.855862,25.956261,Greece,24
Alghero Fertilia Airport,AHO,LIEA,40.63213,8.290772,Italy,87
Algiers Houari Boumediene Airport,ALG,DAAG,36.69101,3.215408,Algeria,82
Alicante Airport,ALC,LEAL,38.282162,-0.55815,Spain,142
Alice Springs Airport,ASP,YBAS,-23.806601,133.902206,Australia,1789
Allahabad Airport,IXD,VIAL,25.44006,81.733871,India,322
Allentown Lehigh Valley International Airport,ABE,KABE,40.652302,-75.440399,United States,393
Alliance Municipal Airport,AIA,KAIA,42.053219,-102.803001,United States,3931
Alma Airport,YTF,CYTF,48.509655,-71.642715,Canada,434
Almaty International Airport,ALA,UAAA,43.35207,77.040497,Kazakhstan,2234
Almeria Airport,LEI,LEAM,36.843929,-2.37009,Spain,70
Alor Island Airport,ARD,WATM,-8.13234,124.597,Indonesia,10
Alor Setar Sultan Abdul Halim Airport,AOR,WMKA,6.189667,100.398102,Malaysia,15
Alpena County Regional Airport,APN,KAPN,45.081669,-83.555832,United States,689
Alta Airport,ALF,ENAT,69.976112,23.37166,Norway,9
Alta Floresta Airport,AFL,SBAT,-9.86609,-56.106201,Brazil,947
Altamira Airport,ATM,SBHT,-3.2539,-52.253899,Brazil,368
Altay Airport,AAT,ZWAT,47.750362,88.084442,China,1750
Alton St. Louis Regional Airport,ALN,KALN,38.890301,-90.045998,United States,544
Altoona Blair County Airport,AOO,KAOO,40.296371,-78.32,United States,1503
Alzintan Airport,ZIS,HLZN,31.775,12.25,Libya,2080
Amakusa Airport,AXJ,RJDA,32.483261,130.15564,Japan,328
Amami Airport,ASJ,RJKA,28.43063,129.712494,Japan,27
Amarillo Rick Husband  International Airport,AMA,KAMA,35.21936,-101.705002,United States,3607
Amarillo Tradewind Airport,TDW,KTDW,35.169899,-101.825996,United States,3649
Ambon Pattimura Airport,AMQ,WAPP,-3.71026,128.089096,Indonesia,33
Amboseli Airport,ASV,HKAM,-2.633,37.25,Kenya,3755
Ames Municipal Airport,AMW,KAMW,41.992001,-93.621803,United States,956
Amman Civil Airport,ADJ,OJAM,31.9727,35.991562,Jordan,2555
Amman Queen Alia International Airport,AMM,OJAI,31.722549,35.99321,Jordan,2395
Amritsar International Airport,ATQ,VIAR,31.709591,74.797256,India,756
Amsterdam Schiphol Airport,AMS,EHAM,52.308609,4.763889,Netherlands,11
Anadyr Ugolny Airport,DYR,UHMA,64.730003,177.740005,Russia,194
Anaktuvuk Pass Airport,AKP,PAKP,68.129997,-151.740005,United States,2106
Anapa Airport,AAQ,URKA,45.00209,37.347271,Russia,174
Anchorage Merrill Field Airport,MRI,PAMR,61.213539,-149.843994,United States,137
Anchorage Ted Stevens International Airport,ANC,PANC,61.174358,-149.996002,United States,151
Ancona Airport,AOI,LIPY,43.616341,13.36231,Italy,49
Andal Kazi Nazrul Islam Airport,RDP,VEDG,23.621389,87.243332,India,289
Andenes Andoya Airport,ANX,ENAN,69.292503,16.144159,Norway,43
Anderson Regional Airport,AND,KAND,34.494579,-82.709297,United States,782
Andizhan Airport,AZN,UTFA,40.72773,72.294006,Uzbekistan,1515
Andros Town International Airport,ASD,MYAF,24.69828,-77.795601,Bahamas,5
Anegada Auguste George Airport,NGD,TUPA,18.727394,-64.330055,"Virgin Islands, British",21
Angeles City Clark International Airport,CRK,RPLC,15.18598,120.560303,Philippines,484
Angelholm Helsingborg Airport,AGH,ESTA,56.29607,12.84713,Sweden,68
Angers Loire Airport,ANE,LFJR,47.56028,-0.312222,France,194
Anglesey Airport,VLY,EGOV,53.240002,-4.53,United Kingdom,-1
Angola Tri-State Steuben County Airport,ANQ,KANQ,41.639702,-85.083504,United States,995
Angouleme Cognac International Airport,ANG,LFBU,45.729469,0.219153,France,436
Aniak Airport,ANI,PANI,61.581669,-159.54306,United States,89
Anjouan Ouani Airport,AJN,FMCV,-12.1316,44.430271,Comoros,62
Ankara Esenboga International Airport,ESB,LTAC,40.128078,32.995079,Turkey,3125
Ankeny Regional Airport,QQK,KIKV,41.691113,-93.566391,United States,910
Ann Arbor Municipal Airport,ARB,KARB,42.223057,-83.74556,United States,839
Annaba Rabah Bitat Airport,AAE,DABB,36.82222,7.809167,Algeria,16
Annapolis Lee Airport,ANP,KANP,38.942902,-76.568398,United States,34
Annecy Mont Blanc Airport,NCY,LFLP,45.930771,6.106289,France,1519
Anniston Regional,ANB,KANB,33.588161,-85.858101,United States,612
Anqing Tianzhushan Airport,AQG,ZSAQ,30.582222,117.050278,China,-1
Anshan Teng'ao Airport,AOG,ZYAS,41.103523,122.855835,China,53
Anshun Huangguoshu Airport,AVA,ZUAS,26.260555,105.873337,China,4812
Antakya Hatay Airport,HTY,LTDA,36.362778,36.282223,Turkey,25
Antalya Airport,AYT,LTAI,36.898731,30.800461,Turkey,177
Antananarivo Ivato International Airport,TNR,FMMI,-18.7969,47.478802,Madagascar,4198
Antigua V. C. Bird International Airport,ANU,TAPA,17.13674,-61.792599,Antigua And Barbuda,62
Antofagasta Cerro Moreno International Airport,ANF,SCFA,-23.444401,-70.445099,Chile,455
Antsiranana Arrachart Airport,DIE,FMNA,-12.3494,49.29174,Madagascar,374
Antwerp International Airport,ANR,EBAW,51.189442,4.460278,Belgium,39
Anvik Airport,ANV,PANV,62.647778,-160.188889,United States,309
Aomori Airport,AOJ,RJSA,40.734718,140.690796,Japan,664
Aosta Airport,AOT,LIMW,45.738499,7.36872,Italy,1791
Apalachicola Regional Airport,AAF,KAAF,29.733334,-84.98333,United States,20
Apartado Airport,APO,SKLC,7.817678,-76.717659,Colombia,46
Apatity Airport,KVK,ULMK,67.463303,33.588299,Russia,515
Apia Fagali'i Airport,FGI,NSAP,-13.833333,-171.733337,Samoa,132
Apia Faleolo International Airport,APW,NSFA,-13.8296,-171.996994,Samoa,58
Apple Valley Airport,APV,KAPV,34.575298,-117.185997,United States,3062
Appleton International Airport,ATW,KATW,44.258091,-88.518997,United States,918
Aqaba King Hussein International Airport,AQJ,OJAQ,29.61161,35.018059,Jordan,175
Aracaju Santa Maria Airport,AJU,SBAR,-10.984,-37.070301,Brazil,23
Aracati Airport,ARX,SBAC,-4.56861,-37.804722,Brazil,128
Aracatuba Airport,ARU,SBAU,-21.1413,-50.424702,Brazil,1361
Arad International Airport,ARW,LRAR,46.176552,21.26202,Romania,352
Araguaina Airport,AUX,SWGN,-7.227867,-48.240467,Brazil,771
Arak Airport,AJK,OIHR,34.1381,49.847301,Iran,5440
Arar Domestic Airport,RAE,OERR,30.90658,41.13821,Saudi Arabia,1813
Araraquara Airport,AQA,SBAQ,-21.812,-48.132999,Brazil,2334
Arauca Santiago Perez Quiroz Airport,AUC,SKUC,7.068889,-70.7369,Colombia,420
Araxa Airport,AAX,SBAX,-19.568056,-46.929169,Brazil,3274
Arba Minch Airport,AMH,HAAM,6.039389,37.59045,Ethiopia,3895
Arcachon La Teste-de-Buch Airport,XAC,LFCH,44.59861,-1.11472,France,49
Arctic Bay Airport,YAB,CYAB,73.006386,-85.047218,Canada,72
Ardabil Airport,ADU,OITL,38.323826,48.421249,Iran,4317
Ardmore Airport,AMZ,NZAR,-37.029701,174.973007,New Zealand,111
Ardmore Municipal Airport,ADM,KADM,34.303009,-97.0196,United States,776
Arequipa Rodriguez Ballon International Airport,AQP,SPQU,-16.341,-71.583,Peru,8405
Argyle Airport,GYL,YARG,-16.629999,128.449997,Australia,522
Arica Chacalluta International Airport,ARI,SCAR,-18.348499,-70.338699,Chile,167
Arkhangelsk Talagi Airport,ARH,ULAA,64.600281,40.71666,Russia,62
Arlington Municipal Airport,QQW,KAWO,48.160831,-122.15889,United States,142
Arlington Municipal Airport,QQG,KGKY,32.66,-97.089996,United States,628
Armenia El Eden International Airport,AXM,SKAR,4.453333,-75.7658,Colombia,3990
Armidale Airport,ARM,YARM,-30.528334,151.616669,Australia,3556
Artesia Municipal Airport,ATS,KATS,32.852501,-104.468002,United States,3541
Arthur's Town Airport,ATC,MYCA,24.628611,-75.671387,Bahamas,18
Arusha Airport,ARK,HTAR,-3.36779,36.633331,Tanzania,4550
Arutua Airport,AXR,NTGU,-15.2463,-146.619995,French Polynesia,9
Arviat Airport,YEK,CYEK,61.094158,-94.070801,Canada,32
Arvidsjaur Airport,AJR,ESNX,65.590271,19.28194,Sweden,1245
Arxan Yiershi Airport,YIE,ZBES,47.310555,119.911942,China,2918
Asaba International Airport,ABB,DNAS,6.203055,6.667222,Nigeria,242
Asahikawa Airport,AKJ,RJEC,43.67083,142.447495,Japan,721
Ascension Island Airport,ASI,FHAW,-7.9696,-14.3937,Saint Helena,278
Asheville Regional Airport,AVL,KAVL,35.436192,-82.541801,United States,2164
Ashgabat International Airport,ASB,UTAA,37.986809,58.360958,Turkmenistan,692
Asmara International Airport,ASM,HHAS,15.29185,38.91066,Eritrea,7661
Asosa Airport,ASO,HASO,10.01855,34.58625,Ethiopia,5120
Aspen Pitkin County Airport,ASE,KASE,39.22316,-106.867996,United States,7838
Assaluyeh Persian Gulf Airport,PGU,OIBP,27.383959,52.735516,Iran,40
Assiut Airport,ATZ,HEAT,27.046499,31.01198,Egypt,772
Astoria Regional Airport,AST,KAST,46.159721,-123.879997,United States,15
Astrakhan Narimanovo Airport,ASF,URWA,46.283329,48.006271,Russia,65
Asturias Airport,OVD,LEAS,43.56356,-6.03462,Spain,416
Astypalaia Island National Airport,JTY,LGPL,36.566666,26.366667,Greece,165
Asuncion Silvio Pettirossi International Airport,ASU,SGAS,-25.239799,-57.5191,Paraguay,292
Aswan International Airport,ASW,HESN,23.96435,32.819969,Egypt,662
Atambua Haliwen Airport,ABU,WATA,-9.07444,124.904404,Indonesia,75
Athens Ben Epps Airport,AHN,KAHN,33.95195,-83.324722,United States,808
Athens Eleftherios Venizelos,ATH,LGAV,37.936352,23.94446,Greece,308
Athens Gordon K. Bush Airport,ATO,KUNI,39.210999,-82.2314,United States,766
Athens McMinn County Airport,MMI,KMMI,35.397221,-84.5625,United States,858
Atlanta Cobb County Airport,QQR,KRYY,34.013058,-84.59861,United States,1040
Atlanta DeKalb Peachtree Airport,PDK,KPDK,33.869999,-84.300003,United States,1003
Atlanta Fulton County Airport,FTY,KFTY,33.777195,-84.521141,United States,821
Atlanta Hartsfield-Jackson International Airport,ATL,KATL,33.636719,-84.428001,United States,1026
Atlantic City International Airport,ACY,KACY,39.457581,-74.577103,United States,74
Atlantic City Monmouth Executive Airport,BLM,KBLM,40.186668,-74.124443,United States,153
Atqasuk Airport,ATK,PATQ,70.5,-157.333328,United States,96
Attawapiskat Airport,YAT,CYAT,52.919998,-82.43,Canada,31
Atuona Airport,AUQ,NTMN,-9.76879,-139.011002,French Polynesia,1481
Atwater Castle Airport,MER,KMER,37.380482,-120.568001,United States,191
Atyrau Airport,GUW,UATG,47.121941,51.821381,Kazakhstan,72
Auburn Airport,LEW,KLEW,44.099998,-70.23333,United States,288
Auburn Municipal Airport,AUN,KAUN,38.9548,-121.082001,United States,1539
Auburn University Regional Airport,AUO,KAUO,32.615101,-85.433998,United States,777
Auckland Airport,AKL,NZAA,-37.007999,174.791595,New Zealand,23
Augsburg Airport,AGB,EDMA,48.425152,10.93176,Germany,1515
Augusta Daniel Field Airport,DNL,KDNL,33.468098,-82.0392,United States,414
Augusta Regional Airport,AGS,KAGS,33.369942,-81.9645,United States,144
Augusta State Airport,AUG,KAUG,44.320648,-69.797302,United States,352
Aupaluk Airport,YPJ,CYLA,59.296665,-69.599724,Canada,117
Aurangabad Airport,IXU,VAAU,19.86272,75.398109,India,1911
Aurillac Tronquieres Airport,AUR,LFLW,44.897579,2.416719,France,2096
Aurukun Airport,AUU,YAUR,-13.353889,141.72084,Australia,29
Austin Bergstrom International Airport,AUS,KAUS,30.194521,-97.6698,United States,542
Austin Executive Airport,EDC,KEDC,30.389999,-97.559998,United States,620
Auxerre Branches Airport,AUF,LFLA,47.846321,3.496578,France,523
Avalon Catalina Airport,AVX,KAVX,33.404999,-118.415833,United States,1602
Avarua Rarotonga International Airport,RAR,NCRG,-21.2027,-159.804993,Cook Islands,19
Avignon Caumont Airport,AVN,LFMV,43.906582,4.902028,France,124
Avoca Wilkes-Barre/Scranton International Airport,AVP,KAVP,41.33847,-75.723297,United States,962
Awali Sakhir Air Base,KHB,OBKH,26.034721,50.524445,Bahrain,49
Awasa Airport,AWA,HALA,7.095,38.398335,Ethiopia,5604
Axum Airport,AXU,HAAX,14.14675,38.772831,Ethiopia,6915
Ayacucho Airport,AYP,SPHO,-13.1548,-74.204399,Peru,8917
Ayers Rock Airport,AYQ,YAYE,-25.1861,130.975494,Australia,1626
Babo Airport,BXB,WASO,-2.53224,133.438797,Indonesia,10
Bacau International Airport,BCM,LRBC,46.521938,26.910271,Romania,607
Bacolod City Silay International Airport,BCD,RPVB,10.776905,123.018394,Philippines,25
Badajoz Airport,BJZ,LEBZ,38.891251,-6.82133,Spain,609
Badu Island Airport,BDD,YBAU,-10.15,142.173401,Australia,14
Bafoussam Airport,BFX,FKKU,5.536919,10.35458,Cameroon,4347
Baghdad International Airport,BGW,ORBI,33.262501,44.234444,Iraq,114
Baglung Airport,BGL,VNBL,28.212799,83.666298,Nepal,3320
Bahawalpur Airport,BHV,OPBW,29.348057,71.717781,Pakistan,392
Bahia Blanca Comandante Espora Airport,BHI,SAZB,-38.724899,-62.1693,Argentina,246
Bahia Solano Jose Celestino Mutis Airport,BSC,SKBS,6.202936,-77.394798,Colombia,80
Bahir Dar Airport,BJR,HABD,11.60807,37.32164,Ethiopia,5976
Bahrain International Airport,BAH,OBBI,26.27083,50.63361,Bahrain,6
Baia Mare Airport,BAY,LRBM,47.658379,23.47002,Romania,605
Baie Comeau Airport,YBC,CYBC,49.1325,-68.204399,Canada,71
Bairnsdale Airport,BSJ,YBNS,-37.887501,147.567993,Australia,165
Baise Bama Airport,AEB,ZGBS,23.719469,106.967773,China,480
Baishan Changbaishan Airport,NBS,ZYBS,42.088055,127.548889,China,-1
Bajawa Turelelo Soa Airport,BJW,WATB,-8.7125,121.0625,Indonesia,-1
Bakelalan Airport,BKM,WBGO,3.988611,115.618797,Malaysia,2900
Baker City Municipal Airport,BKE,KBKE,44.837299,-117.808998,United States,3373
Baker Lake Airport,YBK,CYBK,64.298882,-96.077698,Canada,59
Bakersfield Meadows Field Airport,BFL,KBFL,35.433861,-119.056999,United States,510
Baku Heydar Aliyev International Airport,GYD,UBBB,40.467499,50.046661,Azerbaijan,10
Balboa Panama Pacifico International Airport,BLB,MPPA,8.914011,-79.598091,Panama,33
Balikpapan Sepinggan Airport,BPN,WALL,-1.26827,116.894402,Indonesia,12
Ballera Airport,BBL,YLLE,-27.408333,141.808334,Australia,385
Ballina Byron Gateway Airport,BNK,YBNA,-28.833799,153.5625,Australia,7
Balmaceda Airport,BBA,SCBA,-45.916,-71.6894,Chile,1722
Baltimore Martin State Airport,MTN,KMTN,39.321667,-76.411667,United States,22
Baltimore Washington International Airport,BWI,KBWI,39.175362,-76.668297,United States,146
Baltrum Airport,BMR,EDWZ,53.724724,7.373333,Germany,7
Bamaga Northern Peninsula Airport,ABM,YNPE,-10.9508,142.459396,Australia,34
Bamako Senou International Airport,BKO,GABS,12.53354,-7.94994,Mali,1247
Bamenda Airport,BPC,FKKV,6.039239,10.12263,Cameroon,4065
Ban Houeisay Airport,HOE,VLHS,20.260511,100.436783,Laos,1380
Banda Aceh International Airport,BTJ,WITT,5.523522,95.420372,Indonesia,65
Bandar Abbas International Airport,BND,OIKB,27.218309,56.37785,Iran,22
Bandar Lampung Radin Inten II Airport,TKG,WICT,-5.2425,105.178886,Indonesia,282
Bandar Lengeh Airport,BDH,OIBL,26.532,54.824841,Iran,67
Bandung Husein Sastranegara International Airport,BDO,WICC,-6.90062,107.576202,Indonesia,2436
Bangkok Don Mueang International Airport,DMK,VTBD,13.9125,100.606697,Thailand,9
Bangkok Suvarnabhumi Airport,BKK,VTBS,13.6811,100.7472,Thailand,5
Bangor International Airport,BGR,KBGR,44.807442,-68.828102,United States,192
Bangui Airport,BGF,FEFF,4.398475,18.51878,Central African Republic,1208
Banja Luka International Airport,BNX,LQBK,44.941441,17.297501,Bosnia And Herzegovina,400
Banjarmasin Syamsudin Noor Airport,BDJ,WAOO,-3.44235,114.762497,Indonesia,66
Banjul International Airport,BJL,GBYD,13.33796,-16.652201,Gambia,95
Bankstown Airport,BWU,YSBK,-33.9244,150.988297,Australia,29
Baoshan Yunduan Airport,BSD,ZPBS,25.055182,99.16143,China,5514
Baotou Erliban Airport,BAV,ZBOW,40.55999,109.996902,China,123
Barahona Maria Montez International Airport,BRX,MDBH,18.251459,-71.120399,Dominican Republic,10
Barcaldine Airport,BCI,YBAR,-23.559168,145.301941,Australia,878
Barcelona El Prat Airport,BCN,LEBL,41.29707,2.078463,Spain,12
Barcelona Jose Antonio Anzoategui International Airport,BLA,SVBC,10.10713,-64.689102,Venezuela,26
Barcelos Airport,BAZ,SWBC,-0.98,-62.91,Brazil,112
Bardufoss Airport,BDU,ENDU,69.055748,18.54035,Norway,252
Bari Karol Wojtyla Airport,BRI,LIBD,41.138851,16.76059,Italy,177
Barimunya Airport,BYP,YBRY,-22.673889,119.166115,Australia,2091
Barinas Airport,BNS,SVBI,8.619575,-70.220802,Venezuela,666
Bario Airport,BBN,WBGZ,3.736944,115.469398,Malaysia,3450
Barisal Airport,BZL,VGBR,22.798943,90.301445,Bangladesh,20
Barnaul Airport,BAX,UNBB,53.36377,83.538528,Russia,838
Barquisimeto Jacinto Lara International Airport,BRM,SVBM,10.04274,-69.358597,Venezuela,2042
Barra Airport,BRR,EGPR,57.016998,-7.433,United Kingdom,5
Barrancabermeja Yariguies Airport,EJA,SKEJ,7.024331,-73.806801,Colombia,412
Barranquilla Ernesto Cortissoz International Airport,BAQ,SKBQ,10.88946,-74.780602,Colombia,98
Barreiras Airport,BRA,SNBR,-12.073056,-45.008331,Brazil,2444
Barrow Airport,BRW,PABR,71.285439,-156.766006,United States,52
Barrow Island Airport,BWB,YBWX,-20.864401,115.405998,Australia,26
Barrow-in-Furness Walney Island Airport,BWF,EGNL,54.131161,-3.26366,United Kingdom,173
Barter Island LRRS Airport,BTI,PABA,70.131943,-143.623886,United States,2
Bartlesville Municipal Airport,BVO,KBVO,36.762501,-96.0112,United States,711
Bartow Municipal Airport,BOW,KBOW,27.943333,-81.783333,United States,125
Basco Airport,BSO,RPUO,20.453056,121.977776,Philippines,291
Basel Mulhouse-Freiburg EuroAirport,BSL,LFSB,47.5989,7.5283,France,885
Basra International Airport,BSR,ORMM,30.549061,47.66214,Iraq,11
Basseterre Robert L. Bradshaw International Airport,SKB,TKPK,17.31119,-62.718601,Saint Kitts And Nevis,170
Bastia Poretta Airport,BIA,LFKB,42.549999,9.484722,France,26
Bata Airport,BSG,FGBT,1.905469,9.805681,Equatorial Guinea,13
Batagay Airport,BQJ,UEBB,67.648888,134.695007,Russia,738
Batam Hang Nadim Airport,BTH,WIDD,1.121028,104.118698,Indonesia,126
Batesville Regional Airport,BVX,KBVX,35.7262,-91.647301,United States,465
Bathinda Airport,BUP,VIBT,30.2701,74.755798,India,662
Bathurst Airport,ZBF,CZBF,47.629719,-65.7388,Canada,193
Bathurst Airport,BHS,YBTH,-33.400002,149.649994,Australia,2435
Batman Airport,BAL,LTCJ,37.928959,41.116581,Turkey,1822
Batna International Airport,BLJ,DABT,35.759167,6.3225,Algeria,2697
Baton Rouge Metropolitan Airport,BTR,KBTR,30.5329,-91.149803,United States,70
Batsfjord Airport,BJF,ENBS,70.600273,29.692499,Norway,490
Battle Creek Kalamazoo International Airport,BTL,KBTL,42.307301,-85.251503,United States,952
Battle Mountain Airport,BAM,KBAM,40.633331,-116.933334,United States,4532
Batu Licin Airport,BTW,WAOC,-3.41241,115.995003,Indonesia,3
Batumi International Airport,BUS,UGSB,41.610271,41.599689,Georgia,105
Bau-Bau Betoambari Airport,BUW,WAAB,-5.48687,122.569,Indonesia,164
Bauru Arealva Airport,JTC,SBAE,-22.157778,-49.068333,Brazil,1949
Bay St. Louis Stennis International Airport,HSA,KHSA,30.360001,-89.449997,United States,23
Bayannur Tianjitai Airport,RLK,ZBYZ,40.926388,107.738892,China,3400
Bearskin Lake Airport,XBE,CNE3,53.950001,-90.98333,Canada,807
Beatrice Municipal Airport,BIE,KBIE,40.299999,-96.75,United States,1324
Beaufort County Airport,BFT,KARW,32.410831,-80.635002,United States,7
Beaumont Jack Brooks Regional Airport,BPT,KBPT,29.95083,-94.020599,United States,15
Beaver County Airport,BFP,KBVI,40.772499,-80.391403,United States,1253
Beckley Raleigh County Memorial Airport,BKW,KBKW,37.779999,-81.120003,United States,2504
Bedford Hanscom Field,BED,KBED,42.469952,-71.289001,United States,132
Bedourie Airport,BEU,YBIE,-24.23,139.445007,Australia,300
Beef Island Terrance B. Lettsome Airport,EIS,TUPJ,18.44483,-64.5429,"Virgin Islands, British",16
Beida Al Abraq International Airport,LAQ,HLLQ,32.788612,21.964167,Libya,2157
Beihai Fucheng Airport,BHY,ZGBH,21.53944,109.2938,China,10499
Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,116
Beijing Daxing International Airport,PKX,ZBAD,39.509167,116.410553,China,98
Beijing Nanyuan Airport,NAY,ZBNY,39.782501,116.387779,China,-1
